,EARTH LINEAR ACCELERATION X,EARTH LINEAR ACCELERATION Y,EARTH LINEAR ACCELERATION Z,LINEAR ACCELERATION X,LINEAR ACCELERATION Y,LINEAR ACCELERATION Z,PITCH,ROLL,YAW
0,-0.0036127548947861195,-0.0022977755186642675,0.01318148714993824,-0.003099236674053581,0.002964473401778539,0.013179150323002986,0.02526939843771869,0.018489799420023895,-76.19018697899038
1,-0.04099370001365721,0.004408258413728211,-0.40817360224231874,-0.005268075010638233,0.04063858059425804,-0.4081989207524792,0.037940932783426765,0.022188830199741508,-76.21593000861638
2,-0.040961189810648835,0.0031038771044571687,-0.02509365686193388,-0.006708498925145777,0.04050737992966072,-0.025125543812890783,0.04635667449096104,0.022955378501806737,-76.24699807535623
3,-0.014290546252972866,-0.045821620656600136,-0.02509266752162461,-0.047889352480335885,0.0029871873134780444,-0.02512308154118159,0.06314597301176014,0.018357101745670564,-76.27668727945851
4,0.03823885504520012,0.01759685499565371,-0.06348137786748527,0.026173827890979193,-0.03306979757268914,-0.06342762725260265,0.07805190649097057,0.005209960176358019,-76.30845750513214
5,-0.08707920481310105,0.004305534160620998,0.013351773711192737,-0.01640056508571784,0.08565358323670948,0.013193958469935652,0.10298304332662217,-0.017001676672061476,-76.32801269532749
6,-0.08393890389313248,0.0011309051425658137,0.013369144705556201,-0.018765790514333906,0.08184990972881144,0.01319810392206655,0.11680200130387618,0.005221489942996467,-76.3161086031639
7,-0.03705128264422024,0.029347502262366588,0.013268320041252592,0.019721095262384417,0.04297694775450638,0.013197807192749877,0.11575233236258828,0.008526830288596549,-76.28928592267943
8,0.027535414914268145,-0.029116624272407042,-0.10177668874776202,-0.021705198013485354,-0.033867385018546484,-0.10171703823441369,0.1339756587606659,0.00986992173854219,-76.31993858006958
9,-0.009153429945273139,-0.018747556904412578,0.05153219615695834,-0.020413005411186562,0.004578749906507478,0.05150890864484481,0.12642594773336402,0.009058338641383541,-76.34873336295793
10,-0.005533278295471793,-0.016725681202386745,0.013215407718478327,-0.017570639395690407,0.0014592389994327439,0.013196811520733931,0.10981926520839495,0.027284245969309274,-76.37034016336062
11,-0.06058514025810788,-0.08236374183769521,0.013356359600935752,-0.09435220186949395,0.03944909483498704,0.013197289512209665,0.110795610662553,0.02913850284363228,-76.34324973529647
12,-0.038484221539025434,0.028145299791317503,0.013283090148080923,0.01827794964933382,0.04406008444007273,0.013200727534497858,0.12418399191813168,0.002198544785948938,-76.37180642915875
13,-0.010499831948760759,-0.016115792420903934,0.01321705213995955,-0.018138148902814878,0.006442631105292663,0.013196808795944648,0.11313497048402962,-0.0018314940585243407,-76.4039758941959
14,-0.008730802513151538,-0.017587434236752818,0.1664492845586844,-0.019254025863197875,0.004678070110140669,0.16642808426992595,0.11965454365596803,0.008478052457065179,-76.38682287647046
15,-0.030291596424920044,-0.13071568714851334,0.16659044510375978,-0.13437355342555,-0.0010106407975335454,0.16643099118107862,0.1208104810223096,0.041714671464709044,-76.38773295280367
16,0.0017112745498843705,-0.020132695596006334,0.013229063379506108,-0.01918730254390764,-0.00637863713249958,0.013206908035796161,0.1192647089111967,0.0730775054392275,-76.38789658561019
17,-0.003213590337396498,-0.05524979888290303,0.05160901786101631,-0.0545597175532649,-0.009796073342261976,0.05151341894708139,0.10211791259537656,0.09304403580080543,-76.40256633659105
18,-0.0338961017760868,-0.04894472889079419,0.05170840363498761,-0.05568506459765958,0.021498542283387486,0.05152938451729128,0.10869281281874925,0.13401569513289288,-76.39501606527989
19,-0.024649583745604,-0.010750598426830474,0.05159732265096158,-0.016401127270307573,0.021479477348121803,0.05152762489411522,0.10298632791986564,0.13412705867565353,-76.35559960690279
20,-0.09972676197021307,0.009768353787074876,-0.06326875407273683,-0.013910386580633169,0.09914960562981687,-0.06340062995995055,0.08843404667466273,0.12795915023048898,-76.33344654603032
21,-0.016235374934135433,0.029502250196795782,-0.10175108862743135,0.025074561998761735,0.02266638493614184,-0.10170917135288526,0.08447442178094752,0.1271924029604309,-76.30490166967867
22,0.021353941269800128,0.01769346252031541,-0.025166701647810107,0.022319697337278854,-0.016577949530956662,-0.025088144524119116,0.10056985952461221,0.13266757689875297,-76.28204878778863
